Review Date,Source,Location,Address,City,State,ZIP,Star Rating,Author,URL,Feedback,Original Feedback Language (if not English),Engagement Response,reviews,Negative_Score,Neutral_Score,Positive_Score,Compound_Score,Sentiment
07/28/21,Google,76053 BUTLER,500 Butler Crossing   -,Butler,PA,16001,5,Linda Robbins,https://maps.google.com/maps?cid=15640309997630778363,had the onion soup and the quesadilla and both were yummy had great service,--,--,onion great service,0.0,0.328,0.672,0.6249,Positive
07/28/21,Google,98049 ROYERSFORD,70 Buckwalter Road   -,Limerick,PA,19468,5,Ryan Horne,https://maps.google.com/maps?cid=1666054336387619820,Delivery was fast Food was packaged perfectly especially the ice cream which they packed individually unlike other restaurants Large portions Great Experience,--,--,delivery fast food ice cream restaurant large portion great experience,0.0,0.687,0.313,0.6249,Positive
07/28/21,Google,98044 CAMDEN,4110 S. Dupont Hwy.   -,Camden,DE,19934,5,Elizabeth Kerr,https://maps.google.com/maps?cid=1222987694974478354,Server was great Food was awesome,--,--,great food,0.0,0.196,0.804,0.6249,Positive
07/28/21,Google,78038 CITRUS HEIGHTS,6900 Auburn Blvd   -,Citrus Heights,CA,95621,4,Naomi Roy,https://maps.google.com/maps?cid=6913388697209727131,second time there OPINION this one did not have that comfort feel Food was Did you know that the homey business the better the taste the food Even not good Well gave star because they tried THANKS,--,--,second time opinion comfort food business well taste food thank,0.0,0.496,0.504,0.7269,Positive
07/28/21,Google,79001 G-CHILLICOTHE,500 Business 36   -,Chillicothe,MO,64601,4,Bill Weideman,https://maps.google.com/maps?cid=9371517094590519437,Good friendly service,--,--,friendly service,0.0,0.238,0.762,0.4939,Positive
07/28/21,Google,94043 CLIFTON,375 Route 3 East   -,Clifton,NJ,07014,4,Cynthia garcia,https://maps.google.com/maps?cid=2236927983979541965,Great customer service the young lady whom attended this day She was great with kids,--,--,great customer lady day great kid,0.0,0.328,0.672,0.8481,Positive
07/28/21,Google,84072 SANTA FE,4246 Cerrillos Road   -,Santa Fe,NM,87505,4,Veronica Albin,https://maps.google.com/maps?cid=14702994471415023311,Food was good but they are currently super short staffed even though the restaurant was nearly empty waited minutes Staff they have was new and not quite the groove yet patient and kind,--,--,food short restaurant empty minute staff new groove patient kind,0.136,0.606,0.258,0.3818,Positive
07/28/21,Google,98075 WEST BRANCH,2992 Cook Road   -,West Branch,MI,48661,4,George Moorman,https://maps.google.com/maps?cid=11652640807624406006,Access confusing You have drive side street past the back outlet mall Then across the front the mall Applebee The restaurant itself nice Food was good,--,--,access drive street back outlet mall front mall applebee restaurant nice food,0.0,0.797,0.203,0.4215,Positive
07/28/21,Google,92061 BAYSIDE,213-29 26th Avenue   -,Bayside,NY,11360,1,H F,https://maps.google.com/maps?cid=13674352100176450323,Unkess you very patient have place expect slower service than snail here dined here twice with servers just looking and party without coming all asking for our order took over minutes waiting and chasing someone down say stop ignoring and take our order had told the waiter one time that have movie see minutes and were waiting for you for over half hour Now have eat fast can and rush out Waiter did not care told him bring the food out ASAP guess asap means cminjtes later friends and ate fast could leaving half the food behind and paying which truthfully wish had not because they were ignoring the entire time did car side just last week and texted that arrived waited minutes Then minutes Now minutes got fed walked inside and went straight the counter see that food was sitting there one even bothered check why there bag full food sitting the counter The manager does absolutely nothing The waiters servers all have nasty attitude when you just trying ask for service and their lack acknowledging their error beyond acceptable How this place still business beyond,--,--,unkess patient place slow service snail twice server party order minute order waiter time movie minute half hour fast rush waiter care food asap cminjte friend half food wish entire time car side last week minute minute minute straight counter food check bag full food counter manager waiter server nasty attitude service lack error acceptable place business,0.118,0.661,0.22,0.7506,Positive
07/28/21,Google,80063 TAYLOR,21350 Ecorse Road   -,Taylor,MI,48180,5,John Wick,https://maps.google.com/maps?cid=6041203009968192811,Great place,--,--,great place,0.0,0.196,0.804,0.6249,Positive
07/28/21,Google,92079 MASON CITY,3006 Fourth Street SW   -,Mason City,IA,50401,2,Tj wiemann,https://maps.google.com/maps?cid=307190124978832476,Could not get order right waitress kept forgetting everything and did not seem care,--,--,order right waitress care,0.0,0.484,0.516,0.4939,Positive
07/28/21,Google,88093 BROADWAY,4760 South Broadway   -,Wichita,KS,67216,2,Nicole Good,https://maps.google.com/maps?cid=17749599849706040746,Food was cold Waitress was nice but left sitting waiting for long periods time told the kids they could order dessert but the waitress took long come our table that just asked for the check and went elsewhere not know why ever back The experience disappointing every visit,--,--,food cold nice long period time kid come table check experience visit,0.0,0.797,0.203,0.4215,Positive
07/28/21,Google,88072 GREEN BAY WEST,900 Hansen Road   -,Green Bay,WI,54304,2,Karissa Sheteron,https://maps.google.com/maps?cid=989478930776441412,Staff were friendly but slow had ask for refills none were offered,--,--,staff friendly slow ask none,0.0,0.556,0.444,0.4939,Positive
07/28/21,Google,90008 KOKOMO,3720 South Reed Road   -,Kokomo,IN,46902,5,gina mcphearson,https://maps.google.com/maps?cid=17099775141052513557,Great service,--,--,great service,0.0,0.196,0.804,0.6249,Positive
07/28/21,Google,87074 SUMMERHILL RD,5110 Summerhill Road   -,Texarkana,TX,75503,5,Doris Odell,https://maps.google.com/maps?cid=9537096462850596258,The food was very good and there was plenty Our waitress was very nice and efficient,--,--,food plenty waitress nice efficient,0.0,0.349,0.651,0.6808,Positive
07/28/21,Google,84062 MILL PLAIN,12717 SE 2nd Circle   -,Vancouver,WA,98684,5,Jake Moore,https://maps.google.com/maps?cid=510347655588578624,Amazing food,--,--,amazing food,0.0,0.208,0.792,0.5859,Positive
07/28/21,Google,77001 DURHAM,5340 McFarland Drive   -,Durham,NC,27707,5,Tiffany Arrington,https://maps.google.com/maps?cid=15962363023053191682,Service was great,--,--,service great,0.0,0.196,0.804,0.6249,Positive
07/28/21,Google,80072 MADISON HEIGHTS,1275 West 14 Mile Road   -,Madison Heights,MI,48071,5,Cindy Lohr,https://maps.google.com/maps?cid=9571238272507607555,Food was great service even better had waitress day job Very well trained she did awesome,--,--,food great service day job,0.0,0.494,0.506,0.6249,Positive
07/28/21,Google,81027 PARKWAY HOTEL,4550 Forest Park Boulevard   -,Saint Louis,MO,63108,2,Byron Conley,https://maps.google.com/maps?cid=7558291771245508370,not order drinks here Bar tender either has clue what they doing just does not care Applebee was not expecting the moon but this was not even close being worth the charge,--,--,order bar tender clue care applebee expecting moon close worth charge,0.0,0.638,0.362,0.6249,Positive
07/28/21,Google,96037 MANAHAWKIN,205 Rt. 72 West   -,Manahawkin,NJ,08050,5,Jean farit Cañaveral,https://maps.google.com/maps?cid=10275813209344710199,Translated Google Good place share good attention Original Buen lugar para compartir buena atenci,--,--,place share attention original,0.0,0.308,0.692,0.5423,Positive
07/28/21,Google,81030 S-GRANITE CITY,3551 Nameoki Rd.   -,Granite City,IL,62040,5,Paula L,https://maps.google.com/maps?cid=6504938444130221906,Still the same great service and delicious steaks,--,--,great service delicious steak,0.0,0.204,0.796,0.8316,Positive
07/28/21,Google,94012 WATERTOWN,1283 Arsenal Street   -,Watertown,NY,13601,5,C Fish,https://maps.google.com/maps?cid=13747469247284384620,Always get the chicken broccoli alfredo husband got the riblet platter Was lot food Great drinks and drink specials also Food consistently good here,--,--,chicken husband riblet platter lot food great drink special food,0.0,0.541,0.459,0.7783,Positive
07/28/21,Google,93080 BILLINGS HEIGHTS,204 Main   -,Billings,MT,59105,1,Bobby Hodosi,https://maps.google.com/maps?cid=15196091986907476140,They really stepped the service this location While was packed with wait line outside Tuesday only waited about minutes The beer was cold and food was awesome,--,--,service location line minute cold food awesome,0.0,0.594,0.406,0.6249,Positive
07/28/21,Google,89025 STATEN ISLAND MALL,2655 Richmond Avenue   -,Staten Island,NY,10314,5,Jen K,https://maps.google.com/maps?cid=6176183018748185618,Great food large portions great fast service,--,--,great food large portion great fast service,0.0,0.379,0.621,0.8481,Positive
07/28/21,Google,96046 LANE AVE.,843 Lane Ave. South   -,Jacksonville,FL,32205,5,Kimberly Rice,https://maps.google.com/maps?cid=12120035825851521421,had birthday party there and was very nice enjoyed the food and the service will recommend friends and family there Lanes avenue,--,--,birthday food service friend family,0.0,0.556,0.444,0.4939,Positive
07/28/21,Google,94031 DUNKIRK,3908 Vineyard Drive   -,Dunkirk,NY,14048,4,Catherine,https://maps.google.com/maps?cid=9937391290124390255,rolled late and hungry Our service was Fantastic The French Onion soup hit the spot,--,--,late hungry service fantastic french onion soup spot,0.0,0.66,0.34,0.5574,Positive
07/28/21,Google,82069 SPRING MTN,3501 South Rainbow   -,Las Vegas,NV,89103,4,Brian Brunty,https://maps.google.com/maps?cid=16203569163663811016,Great service,--,--,great service,0.0,0.196,0.804,0.6249,Positive
07/28/21,Google,81022 WENTZVILLE,1987 Wentzville Pkwy.   -,Wentzville,MO,63385,5,Stephanie Spellazza,https://maps.google.com/maps?cid=8803730014700773212,The service was quick and our waitor was friendly,--,--,service quick waitor friendly,0.0,0.484,0.516,0.4939,Positive
07/28/21,Google,91065 DELAWARE,2656 Delaware Avenue   -,Buffalo,NY,14216,5,Nancy,https://maps.google.com/maps?cid=13831914156750491646,always liked Applebee even before they came Buffalo daughter and have always enjoyed the for menu has expanded for for and for She really enjoys being able get appetizer rare occurrence for budget conscious Mom always have nice time,--,--,applebee daughter menu able rare occurrence budget conscious mom nice time,0.0,0.781,0.219,0.4215,Positive
07/28/21,Google,76043 BRONX TERMINAL MARKET,610 Exterior Street   -,Bronx,NY,10451,3,Devin F. Reckless,https://maps.google.com/maps?cid=14062774461291117600,Very great server bartender Beyond that food was average,--,--,great food average,0.0,0.328,0.672,0.6249,Positive
07/28/21,Google,84039 LAKE OSWEGO,6325 S.W. Meadows Road   -,Lake Oswego,OR,97035,5,George Koshy,https://maps.google.com/maps?cid=17023069439108134158,Quite interesting and warm place step The staff add the real vibrancy this place Food delivery quick and helps get the correct suggestions from the staff serving you,--,--,interesting warm place step staff real vibrancy place food delivery correct suggestion staff,0.0,0.705,0.295,0.5574,Positive
07/28/21,Google,92014 WOODBRIDGE,251 Woodbridge Center Drive   -,Woodbridge,NJ,07095,5,A Google User,https://maps.google.com/maps?cid=9419577326342389956,Simply delicious,--,--,delicious,0.0,0.0,1.0,0.5719,Positive
07/28/21,Google,80093 S-BEMIDJI,1909 Paul Bunyan Dr NW   -,Bemidji,MN,56601,4,Jeff Thielen,https://maps.google.com/maps?cid=4529506510563394935,Wait staff was excellent waited little while but the food was delicious Nice clean quiet place eat and prices were reasonable for what got Would reccomend,--,--,little food nice clean quiet place eat price reasonable,0.0,0.585,0.415,0.607,Positive
07/28/21,Google,93034 GRAND AVE,6656 W. Grand Avenue   -,Chicago,IL,60707,4,Yamini Hirani,https://maps.google.com/maps?cid=13623841636529599334,Delicious ribs the ambiance also good nice place chill,--,--,ambiance nice place chill,0.0,0.517,0.483,0.4215,Positive
07/28/21,Google,84054 COEUR D ALENE,280 W. Hanley Ave.   -,Coeur d'Alene,ID,83815,1,Terry Martin (TJ),https://maps.google.com/maps?cid=3810190094210378538,Ended going somewhere else only wait staff entire restaurant packed Tuesday night hour and half wait just get seated Higher more employees and pay them better wage,--,--,staff entire restaurant night hour half high employee well wage,0.0,0.811,0.189,0.2732,Positive
07/28/21,Google,79036 LOMAS BOULEVARD,10600 Lomas Blvd N E   -,Albuquerque,NM,87112,3,Stephen Baca,https://maps.google.com/maps?cid=627351790384957977,give this place stars overall would been stars but was not packed and took them little too long get our drinks but after that the service was good and timely manner and the food was good well The waitress was helpful and kind and did her job well,--,--,place star star little long drink service timely manner helpful kind job,0.0,0.617,0.383,0.7351,Positive
07/28/21,Google,76048 CAMARILLO,291 W. Ventura Blvd   -,Camarillo,CA,93010,4,michelle Vanessa,https://maps.google.com/maps?cid=15409607695835946909,waitress was treating very nice and made our visit one that enjoyed would have given stars but the menu short many vegetarian options Not even veggie burger,--,--,nice visit star short many vegetarian option burger,0.0,0.714,0.286,0.4215,Positive
07/28/21,Google,91015 PRESCOTT,1881 East Highway 69   -,Prescott,AZ,86301,5,Autumn Koukal,https://maps.google.com/maps?cid=9115884243564721233,Appleby has always been favorite mine The ribs are amazing the French fries great and the staff outstanding Never disappointed with append Appleby,--,--,favorite amazing french fry great staff outstanding append,0.0,0.212,0.788,0.9423,Positive
07/28/21,Google,87087 ALCOA HWY,2564 Alcoa Highway   -,Alcoa,TN,37701,5,Dawn Latour,https://maps.google.com/maps?cid=6766194712735310480,Always love here Food great and staff are awesome,--,--,food great staff awesome,0.0,0.196,0.804,0.8481,Positive
07/28/21,Google,76048 CAMARILLO,291 W. Ventura Blvd   -,Camarillo,CA,93010,5,Bryan (Blue),https://maps.google.com/maps?cid=15409607695835946909,should get paid for this delicious looking photo Nuff said,--,--,delicious looking photo,0.0,0.351,0.649,0.5719,Positive
07/27/21,Google,82063 S. LAKE TAHOE,3987 Lake Tahoe Blvd.   -,South Lake Tahoe,CA,96150,1,Noj Li Noj Channel,https://maps.google.com/maps?cid=1963208580066877957,They had only tables served Was told the wait was for and mins seated Host told that did not want wait then order online and food will ready about mins Makes sense town tables will filled and would told wait for about mins max would mins,--,--,table min host want order online food ready min sense town table min,0.0,0.743,0.257,0.4215,Positive
07/27/21,Google,89020 LUBBOCK S. LOOP,4025 South Loop 289   -,Lubbock,TX,79423,5,KaiCee Griffin,https://maps.google.com/maps?cid=14992716791020557963,Great service especially with getting there late,--,--,great service late,0.0,0.328,0.672,0.6249,Positive
07/27/21,Google,78024 S. TAMPA,4411 W. Gandy Blvd.   -,Tampa,FL,33611,3,Chad Yamokoski,https://maps.google.com/maps?cid=16490064471096856125,Honestly the food but the service excellent Great people but need update there menu,--,--,food service excellent great people update menu,0.0,0.391,0.609,0.8316,Positive
07/27/21,Google,83082 ALPINE,3851 Alpine Ave NW   -,Comstock Park,MI,49321,5,Barb Szymanski,https://maps.google.com/maps?cid=3736908864242765116,Always great customer service,--,--,great customer service,0.0,0.328,0.672,0.6249,Positive
07/27/21,Google,88086 EVERETT,806 S E Everett Mall Way   -,Everett,WA,98208,4,Jay Curtis,https://maps.google.com/maps?cid=1616066669502250216,Clean fun friendly,--,--,friendly,0.0,0.0,1.0,0.4939,Positive
07/27/21,Google,94050 DEPTFORD,1850 Deptford Center Rd.   -,Deptford,NJ,08096,5,Lmaozullam2,https://maps.google.com/maps?cid=13114673586799651050,experience Applebee tonight was good the waitress was really really nice,--,--,experience tonight waitress nice,0.0,0.517,0.483,0.4215,Positive
07/27/21,Google,84027 EUGENE,2300 W 11th Avenue   -,Eugene,OR,97402,5,Kristen Earl,https://maps.google.com/maps?cid=5669266432199889702,This one favorite places Staff wonderful food excellent,--,--,favorite place staff wonderful food excellent,0.0,0.224,0.776,0.886,Positive
07/27/21,Google,95031 LAKELAND I-4,230 Arteva Drive   -,Lakeland,FL,33809,1,zu bellasorealist,https://maps.google.com/maps?cid=5758414160902681703,order online they did not give the drink that paid for And they gave tiniest brownie ice cream was not even half tea spoon thought was joke when called them ask them about drink they say unfortunately they not help,--,--,order drink tiny ice cream tea spoon thought joke,0.0,0.784,0.216,0.296,Positive
07/27/21,Google,82067 BLVD MALL,3340 South Maryland   -,Las Vegas,NV,89109,5,Jose Martinez Alvarez,https://maps.google.com/maps?cid=12277742051649281114,Careful attention and very rich tasty and appetizing food recommend this lifar,"Atención esmerada y muy rico,sabroso y apetecible la comida 100% recomiendo este lifar.",--,careful attention rich food recommend,0.0,0.206,0.794,0.7717,Positive
07/27/21,Google,87087 ALCOA HWY,2564 Alcoa Highway   -,Alcoa,TN,37701,5,Christina Newman,https://maps.google.com/maps?cid=6766194712735310480,stopped coming here while back cause honestly had just gotten horrible Tonight husband decided would try again and his words hesitantly walked the doors were Don worry babe are going have great dinner did not believe sorry but didn was proven wrong Everything was delivered quickly except for drink that was forgotten but quickly gotten once asked about ordered the four cheese Mac and cheese with honey pepper chicken tenders and Caesar salad husband ordered the Bourban street chicken and shrimp Everything came out fast and was hot and delicious Thank you for wonderful late dinner and will back,--,--,horrible tonight husband word door great dinner sorry wrong drink cheese shrimp hot wonderful late dinner,0.296,0.412,0.292,0.2263,Positive
07/27/21,Google,90095 TACOMA,1919 South 72nd Street   -,Tacoma,WA,98408,5,Kelly Riley (Kels),https://maps.google.com/maps?cid=9391833811502724238,Everything you want good quality family dinning Friendly people get your order and the food really good,--,--,quality family friendly people order food,0.0,0.61,0.39,0.4939,Positive
07/27/21,Google,85062 STONE MOUNTAIN,5200 Highway 78   -,Stone Mountain,GA,30087,3,Madina The Doula,https://maps.google.com/maps?cid=17727236457542994574,love their pasta dishes sides but when comes ordering delivery they always seem forget something every time,--,--,love side delivery time,0.0,0.417,0.583,0.6369,Positive
07/27/21,Google,79098 WACO,614 North Valley Mills   -,Waco,TX,76710,5,Rebecca Brown,https://maps.google.com/maps?cid=16002616835659909133,The food was awesome and you guys make the best spinach artichoke dip,--,--,food awesome guy good spinach artichoke dip,0.0,0.417,0.583,0.7906,Positive
07/27/21,Google,91076 59TH & PEORIA,5880 W. Peoria Ave.   -,Glendale,AZ,85302,5,Victor Linn,https://maps.google.com/maps?cid=17183336603468279923,Service was great waitress was nice good food,--,--,nice food,0.0,0.263,0.737,0.4215,Positive
07/27/21,Google,89064 BATTLEGROUND AVE.,3200 Battleground Avenue   -,Greensboro,NC,27401,5,Tyresa Tabb Berkley,https://maps.google.com/maps?cid=10608834363311463420,was very nice first time there The service was great will definitely back again,--,--,nice first time service,0.0,0.517,0.483,0.4215,Positive
